Year,State,Tobacco Use,Demographic,Comparing (Focus group),Cigarette Use Prevalence % (Focus group),To (Reference group),Cigarette Use Prevalence % (Reference group),Disparity Value
2017,Alaska,Cigarette Use among Adults,Employment,Unable to work,52.9,Homemaker or Student,16.3,3.2
2017,Alaska,Cigarette Use among Adults,Employment,Unable to work,52.9,Retired,10.3,5.1
2017,Alaska,Cigarette Use among Adults,Employment,Unable to work,52.9,Unemployed,39.8,1.3
2017,Alaska,Cigarette Use among Adults,Employment,Unemployed,39.8,Employed or Self,19.0,2.1
2017,Alaska,Cigarette Use among Adults,Employment,Unemployed,39.8,Homemaker or Student,16.3,2.4
2017,Alaska,Cigarette Use among Adults,Employment,Unemployed,39.8,Retired,10.3,3.9
2017,Alaska,Cigarette Use among Adults,Employment,Unemployed,39.8,Unable to work,52.9,0.8
2017,Arizona,Cigarette Use among Adults,Employment,Employed or Self,15.4,Homemaker or Student,9.8,1.6
2017,Arizona,Cigarette Use among Adults,Employment,Employed or Self,15.4,Retired,10.7,1.4
2017,Arizona,Cigarette Use among Adults,Employment,Employed or Self,15.4,Unable to work,33.2,0.5
2017,Arizona,Cigarette Use among Adults,Employment,Employed or Self,15.4,Unemployed,26.9,0.6
2017,Arizona,Cigarette Use among Adults,Employment,Homemaker or Student,9.8,Employed or Self,15.4,0.6
2017,Arizona,Cigarette Use among Adults,Employment,Homemaker or Student,9.8,Retired,10.7,0.9
2017,Arizona,Cigarette Use among Adults,Employment,Homemaker or Student,9.8,Unable to work,33.2,0.3
2017,Arizona,Cigarette Use among Adults,Employment,Homemaker or Student,9.8,Unemployed,26.9,0.4
2017,Arizona,Cigarette Use among Adults,Employment,Retired,10.7,Employed or Self,15.4,0.7
2017,Arizona,Cigarette Use among Adults,Employment,Retired,10.7,Homemaker or Student,9.8,1.1
2017,Arizona,Cigarette Use among Adults,Employment,Retired,10.7,Unable to work,33.2,0.3
2017,Arizona,Cigarette Use among Adults,Employment,Retired,10.7,Unemployed,26.9,0.4
2017,Arizona,Cigarette Use among Adults,Employment,Unable to work,33.2,Employed or Self,15.4,2.2
2017,Arizona,Cigarette Use among Adults,Employment,Unable to work,33.2,Homemaker or Student,9.8,3.4
2017,Arizona,Cigarette Use among Adults,Employment,Unable to work,33.2,Retired,10.7,3.1
2017,Arizona,Cigarette Use among Adults,Employment,Unable to work,33.2,Unemployed,26.9,1.2
2017,Arizona,Cigarette Use among Adults,Employment,Unemployed,26.9,Employed or Self,15.4,1.7
2017,Arizona,Cigarette Use among Adults,Employment,Unemployed,26.9,Homemaker or Student,9.8,2.7
2017,Arizona,Cigarette Use among Adults,Employment,Unemployed,26.9,Retired,10.7,2.5
2017,Arizona,Cigarette Use among Adults,Employment,Unemployed,26.9,Unable to work,33.2,0.8
2017,Arkansas,Cigarette Use among Adults,Employment,Employed or Self,22.7,Homemaker or Student,16.1,1.4
2017,Arkansas,Cigarette Use among Adults,Employment,Employed or Self,22.7,Retired,10.1,2.2
2017,Arkansas,Cigarette Use among Adults,Employment,Employed or Self,22.7,Unable to work,38.1,0.6
2017,Arkansas,Cigarette Use among Adults,Employment,Employed or Self,22.7,Unemployed,35.8,0.6
2017,Arkansas,Cigarette Use among Adults,Employment,Homemaker or Student,16.1,Employed or Self,22.7,0.7
2017,Arkansas,Cigarette Use among Adults,Employment,Homemaker or Student,16.1,Retired,10.1,1.6
2017,Arkansas,Cigarette Use among Adults,Employment,Homemaker or Student,16.1,Unable to work,38.1,0.4
2017,Arkansas,Cigarette Use among Adults,Employment,Homemaker or Student,16.1,Unemployed,35.8,0.4
2017,Arkansas,Cigarette Use among Adults,Employment,Retired,10.1,Employed or Self,22.7,0.4
2017,Arkansas,Cigarette Use among Adults,Employment,Retired,10.1,Homemaker or Student,16.1,0.6
2017,Arkansas,Cigarette Use among Adults,Employment,Retired,10.1,Unable to work,38.1,0.3
2017,Arkansas,Cigarette Use among Adults,Employment,Retired,10.1,Unemployed,35.8,0.3
2017,Arkansas,Cigarette Use among Adults,Employment,Unable to work,38.1,Employed or Self,22.7,1.7
2017,Arkansas,Cigarette Use among Adults,Employment,Unable to work,38.1,Homemaker or Student,16.1,2.4
2017,Arkansas,Cigarette Use among Adults,Employment,Unable to work,38.1,Retired,10.1,3.8
2017,Arkansas,Cigarette Use among Adults,Employment,Unable to work,38.1,Unemployed,35.8,1.1
2017,Arkansas,Cigarette Use among Adults,Employment,Unemployed,35.8,Employed or Self,22.7,1.6
2017,Arkansas,Cigarette Use among Adults,Employment,Unemployed,35.8,Homemaker or Student,16.1,2.2
2017,Arkansas,Cigarette Use among Adults,Employment,Unemployed,35.8,Retired,10.1,3.5
2017,Arkansas,Cigarette Use among Adults,Employment,Unemployed,35.8,Unable to work,38.1,0.9
2017,California,Cigarette Use among Adults,Employment,Employed or Self,12.6,Homemaker or Student,4.5,2.8
2017,California,Cigarette Use among Adults,Employment,Employed or Self,12.6,Retired,7.1,1.8
2017,California,Cigarette Use among Adults,Employment,Employed or Self,12.6,Unable to work,22.3,0.6
2017,California,Cigarette Use among Adults,Employment,Employed or Self,12.6,Unemployed,16.3,0.8
2017,California,Cigarette Use among Adults,Employment,Homemaker or Student,4.5,Employed or Self,12.6,0.4
2017,California,Cigarette Use among Adults,Employment,Homemaker or Student,4.5,Retired,7.1,0.6
2017,California,Cigarette Use among Adults,Employment,Homemaker or Student,4.5,Unable to work,22.3,0.2
2017,California,Cigarette Use among Adults,Employment,Homemaker or Student,4.5,Unemployed,16.3,0.3
2017,California,Cigarette Use among Adults,Employment,Retired,7.1,Employed or Self,12.6,0.6
2017,California,Cigarette Use among Adults,Employment,Retired,7.1,Homemaker or Student,4.5,1.6
2017,California,Cigarette Use among Adults,Employment,Retired,7.1,Unable to work,22.3,0.3
2017,California,Cigarette Use among Adults,Employment,Retired,7.1,Unemployed,16.3,0.4
2017,California,Cigarette Use among Adults,Employment,Unable to work,22.3,Employed or Self,12.6,1.8
2017,California,Cigarette Use among Adults,Employment,Unable to work,22.3,Homemaker or Student,4.5,5.0
2017,California,Cigarette Use among Adults,Employment,Unable to work,22.3,Retired,7.1,3.1
2017,California,Cigarette Use among Adults,Employment,Unable to work,22.3,Unemployed,16.3,1.4
2017,California,Cigarette Use among Adults,Employment,Unemployed,16.3,Employed or Self,12.6,1.3
2017,California,Cigarette Use among Adults,Employment,Unemployed,16.3,Homemaker or Student,4.5,3.6
2017,California,Cigarette Use among Adults,Employment,Unemployed,16.3,Retired,7.1,2.3
2017,California,Cigarette Use among Adults,Employment,Unemployed,16.3,Unable to work,22.3,0.7
2017,Colorado,Cigarette Use among Adults,Employment,Employed or Self,15.2,Homemaker or Student,9.2,1.7
2017,Colorado,Cigarette Use among Adults,Employment,Employed or Self,15.2,Retired,8.7,1.7
2017,Colorado,Cigarette Use among Adults,Employment,Employed or Self,15.2,Unable to work,28.3,0.5
2017,Colorado,Cigarette Use among Adults,Employment,Employed or Self,15.2,Unemployed,25.9,0.6
2017,Colorado,Cigarette Use among Adults,Employment,Homemaker or Student,9.2,Employed or Self,15.2,0.6
2017,Colorado,Cigarette Use among Adults,Employment,Homemaker or Student,9.2,Retired,8.7,1.1
2017,Colorado,Cigarette Use among Adults,Employment,Homemaker or Student,9.2,Unable to work,28.3,0.3
2017,Colorado,Cigarette Use among Adults,Employment,Homemaker or Student,9.2,Unemployed,25.9,0.4
2017,Colorado,Cigarette Use among Adults,Employment,Retired,8.7,Employed or Self,15.2,0.6
2017,Colorado,Cigarette Use among Adults,Employment,Retired,8.7,Homemaker or Student,9.2,0.9
2017,Colorado,Cigarette Use among Adults,Employment,Retired,8.7,Unable to work,28.3,0.3
2017,Colorado,Cigarette Use among Adults,Employment,Retired,8.7,Unemployed,25.9,0.3
2017,Colorado,Cigarette Use among Adults,Employment,Unable to work,28.3,Employed or Self,15.2,1.9
2017,Colorado,Cigarette Use among Adults,Employment,Unable to work,28.3,Homemaker or Student,9.2,3.1
2017,Colorado,Cigarette Use among Adults,Employment,Unable to work,28.3,Retired,8.7,3.3
2017,Colorado,Cigarette Use among Adults,Employment,Unable to work,28.3,Unemployed,25.9,1.1
2017,Colorado,Cigarette Use among Adults,Employment,Unemployed,25.9,Employed or Self,15.2,1.7
2017,Colorado,Cigarette Use among Adults,Employment,Unemployed,25.9,Homemaker or Student,9.2,2.8
2017,Colorado,Cigarette Use among Adults,Employment,Unemployed,25.9,Retired,8.7,3.0
2017,Colorado,Cigarette Use among Adults,Employment,Unemployed,25.9,Unable to work,28.3,0.9
2017,Connecticut,Cigarette Use among Adults,Employment,Employed or Self,13.0,Homemaker or Student,5.8,2.2
2017,Connecticut,Cigarette Use among Adults,Employment,Employed or Self,13.0,Retired,7.2,1.8
2017,Connecticut,Cigarette Use among Adults,Employment,Employed or Self,13.0,Unable to work,32.1,0.4
2017,Connecticut,Cigarette Use among Adults,Employment,Employed or Self,13.0,Unemployed,23.0,0.6
2017,Connecticut,Cigarette Use among Adults,Employment,Homemaker or Student,5.8,Employed or Self,13.0,0.4
2017,Connecticut,Cigarette Use among Adults,Employment,Homemaker or Student,5.8,Retired,7.2,0.8
2017,Connecticut,Cigarette Use among Adults,Employment,Homemaker or Student,5.8,Unable to work,32.1,0.2
2017,Connecticut,Cigarette Use among Adults,Employment,Homemaker or Student,5.8,Unemployed,23.0,0.3
2017,Connecticut,Cigarette Use among Adults,Employment,Retired,7.2,Employed or Self,13.0,0.6
2017,Connecticut,Cigarette Use among Adults,Employment,Retired,7.2,Homemaker or Student,5.8,1.2
2017,Connecticut,Cigarette Use among Adults,Employment,Retired,7.2,Unable to work,32.1,0.2
2017,Connecticut,Cigarette Use among Adults,Employment,Retired,7.2,Unemployed,23.0,0.3
2017,Connecticut,Cigarette Use among Adults,Employment,Unable to work,32.1,Employed or Self,13.0,2.5
2017,Connecticut,Cigarette Use among Adults,Employment,Unable to work,32.1,Homemaker or Student,5.8,5.5
2017,Connecticut,Cigarette Use among Adults,Employment,Unable to work,32.1,Retired,7.2,4.5
2017,Connecticut,Cigarette Use among Adults,Employment,Unable to work,32.1,Unemployed,23.0,1.4
2017,Connecticut,Cigarette Use among Adults,Employment,Unemployed,23.0,Employed or Self,13.0,1.8
2017,Connecticut,Cigarette Use among Adults,Employment,Unemployed,23.0,Homemaker or Student,5.8,4.0
2017,Connecticut,Cigarette Use among Adults,Employment,Unemployed,23.0,Retired,7.2,3.2
2017,Connecticut,Cigarette Use among Adults,Employment,Unemployed,23.0,Unable to work,32.1,0.7
2017,Delaware,Cigarette Use among Adults,Employment,Employed or Self,17.4,Homemaker or Student,13.1,1.3
2017,Delaware,Cigarette Use among Adults,Employment,Employed or Self,17.4,Retired,9.0,1.9
2017,Delaware,Cigarette Use among Adults,Employment,Employed or Self,17.4,Unable to work,36.6,0.5
2017,Delaware,Cigarette Use among Adults,Employment,Employed or Self,17.4,Unemployed,26.8,0.6
2017,Delaware,Cigarette Use among Adults,Employment,Homemaker or Student,13.1,Employed or Self,17.4,0.8
2017,Delaware,Cigarette Use among Adults,Employment,Homemaker or Student,13.1,Retired,9.0,1.5
2017,Delaware,Cigarette Use among Adults,Employment,Homemaker or Student,13.1,Unable to work,36.6,0.4
2017,Delaware,Cigarette Use among Adults,Employment,Homemaker or Student,13.1,Unemployed,26.8,0.5
2017,Delaware,Cigarette Use among Adults,Employment,Retired,9.0,Employed or Self,17.4,0.5
2017,Delaware,Cigarette Use among Adults,Employment,Retired,9.0,Homemaker or Student,13.1,0.7
2017,Delaware,Cigarette Use among Adults,Employment,Retired,9.0,Unable to work,36.6,0.2
2017,Delaware,Cigarette Use among Adults,Employment,Retired,9.0,Unemployed,26.8,0.3
2017,Delaware,Cigarette Use among Adults,Employment,Unable to work,36.6,Employed or Self,17.4,2.1
2017,Delaware,Cigarette Use among Adults,Employment,Unable to work,36.6,Homemaker or Student,13.1,2.8
2017,Delaware,Cigarette Use among Adults,Employment,Unable to work,36.6,Retired,9.0,4.1
2017,Delaware,Cigarette Use among Adults,Employment,Unable to work,36.6,Unemployed,26.8,1.4
2017,Delaware,Cigarette Use among Adults,Employment,Unemployed,26.8,Employed or Self,17.4,1.5
2017,Delaware,Cigarette Use among Adults,Employment,Unemployed,26.8,Homemaker or Student,13.1,2.0
2017,Delaware,Cigarette Use among Adults,Employment,Unemployed,26.8,Retired,9.0,3.0
2017,Delaware,Cigarette Use among Adults,Employment,Unemployed,26.8,Unable to work,36.6,0.7
2017,District of Columbia,Cigarette Use among Adults,Employment,Employed or Self,11.1,Homemaker or Student,10.8,1.0
2017,District of Columbia,Cigarette Use among Adults,Employment,Employed or Self,11.1,Retired,11.8,0.9
2017,District of Columbia,Cigarette Use among Adults,Employment,Employed or Self,11.1,Unable to work,42.6,0.3
2017,District of Columbia,Cigarette Use among Adults,Employment,Employed or Self,11.1,Unemployed,26.5,0.4
2017,District of Columbia,Cigarette Use among Adults,Employment,Homemaker or Student,10.8,Employed or Self,11.1,1.0
2017,District of Columbia,Cigarette Use among Adults,Employment,Homemaker or Student,10.8,Retired,11.8,0.9
2017,District of Columbia,Cigarette Use among Adults,Employment,Homemaker or Student,10.8,Unable to work,42.6,0.3
2017,District of Columbia,Cigarette Use among Adults,Employment,Homemaker or Student,10.8,Unemployed,26.5,0.4
2017,District of Columbia,Cigarette Use among Adults,Employment,Retired,11.8,Employed or Self,11.1,1.1
2017,District of Columbia,Cigarette Use among Adults,Employment,Retired,11.8,Homemaker or Student,10.8,1.1
2017,District of Columbia,Cigarette Use among Adults,Employment,Retired,11.8,Unable to work,42.6,0.3
2017,District of Columbia,Cigarette Use among Adults,Employment,Retired,11.8,Unemployed,26.5,0.4
2017,District of Columbia,Cigarette Use among Adults,Employment,Unable to work,42.6,Employed or Self,11.1,3.8
2017,District of Columbia,Cigarette Use among Adults,Employment,Unable to work,42.6,Homemaker or Student,10.8,3.9
2017,District of Columbia,Cigarette Use among Adults,Employment,Unable to work,42.6,Retired,11.8,3.6
2017,District of Columbia,Cigarette Use among Adults,Employment,Unable to work,42.6,Unemployed,26.5,1.6
2017,District of Columbia,Cigarette Use among Adults,Employment,Unemployed,26.5,Employed or Self,11.1,2.4
2017,District of Columbia,Cigarette Use among Adults,Employment,Unemployed,26.5,Homemaker or Student,10.8,2.5
2017,District of Columbia,Cigarette Use among Adults,Employment,Unemployed,26.5,Retired,11.8,2.2
2017,District of Columbia,Cigarette Use among Adults,Employment,Unemployed,26.5,Unable to work,42.6,0.6
2017,Florida,Cigarette Use among Adults,Employment,Employed or Self,16.2,Homemaker or Student,10.2,1.6
2017,Florida,Cigarette Use among Adults,Employment,Employed or Self,16.2,Retired,11.2,1.4
2017,Florida,Cigarette Use among Adults,Employment,Employed or Self,16.2,Unable to work,32.2,0.5
2017,Florida,Cigarette Use among Adults,Employment,Employed or Self,16.2,Unemployed,23.8,0.7
2017,Florida,Cigarette Use among Adults,Employment,Homemaker or Student,10.2,Employed or Self,16.2,0.6
2017,Florida,Cigarette Use among Adults,Employment,Homemaker or Student,10.2,Retired,11.2,0.9
2017,Florida,Cigarette Use among Adults,Employment,Homemaker or Student,10.2,Unable to work,32.2,0.3
2017,Florida,Cigarette Use among Adults,Employment,Homemaker or Student,10.2,Unemployed,23.8,0.4
2017,Florida,Cigarette Use among Adults,Employment,Retired,11.2,Employed or Self,16.2,0.7
2017,Florida,Cigarette Use among Adults,Employment,Retired,11.2,Homemaker or Student,10.2,1.1
2017,Florida,Cigarette Use among Adults,Employment,Retired,11.2,Unable to work,32.2,0.3
2017,Florida,Cigarette Use among Adults,Employment,Retired,11.2,Unemployed,23.8,0.5
2017,Florida,Cigarette Use among Adults,Employment,Unable to work,32.2,Employed or Self,16.2,2.0
2017,Florida,Cigarette Use among Adults,Employment,Unable to work,32.2,Homemaker or Student,10.2,3.2
2017,Florida,Cigarette Use among Adults,Employment,Unable to work,32.2,Retired,11.2,2.9
2017,Florida,Cigarette Use among Adults,Employment,Unable to work,32.2,Unemployed,23.8,1.4
2017,Florida,Cigarette Use among Adults,Employment,Unemployed,23.8,Employed or Self,16.2,1.5
2017,Florida,Cigarette Use among Adults,Employment,Unemployed,23.8,Homemaker or Student,10.2,2.3
2017,Florida,Cigarette Use among Adults,Employment,Unemployed,23.8,Retired,11.2,2.1
2017,Florida,Cigarette Use among Adults,Employment,Unemployed,23.8,Unable to work,32.2,0.7
2017,Georgia,Cigarette Use among Adults,Employment,Employed or Self,17.0,Homemaker or Student,10.5,1.6
2017,Georgia,Cigarette Use among Adults,Employment,Employed or Self,17.0,Retired,11.5,1.5
2017,Georgia,Cigarette Use among Adults,Employment,Employed or Self,17.0,Unable to work,35.9,0.5
2017,Georgia,Cigarette Use among Adults,Employment,Employed or Self,17.0,Unemployed,30.4,0.6
2017,Georgia,Cigarette Use among Adults,Employment,Homemaker or Student,10.5,Employed or Self,17.0,0.6
2017,Georgia,Cigarette Use among Adults,Employment,Homemaker or Student,10.5,Retired,11.5,0.9
2017,Georgia,Cigarette Use among Adults,Employment,Homemaker or Student,10.5,Unable to work,35.9,0.3
2017,Georgia,Cigarette Use among Adults,Employment,Homemaker or Student,10.5,Unemployed,30.4,0.3
2017,Georgia,Cigarette Use among Adults,Employment,Retired,11.5,Employed or Self,17.0,0.7
2017,Georgia,Cigarette Use among Adults,Employment,Retired,11.5,Homemaker or Student,10.5,1.1
2017,Georgia,Cigarette Use among Adults,Employment,Retired,11.5,Unable to work,35.9,0.3
2017,Georgia,Cigarette Use among Adults,Employment,Retired,11.5,Unemployed,30.4,0.4
2017,Georgia,Cigarette Use among Adults,Employment,Unable to work,35.9,Employed or Self,17.0,2.1
2017,Georgia,Cigarette Use among Adults,Employment,Unable to work,35.9,Homemaker or Student,10.5,3.4
2017,Georgia,Cigarette Use among Adults,Employment,Unable to work,35.9,Retired,11.5,3.1
2017,Georgia,Cigarette Use among Adults,Employment,Unable to work,35.9,Unemployed,30.4,1.2
2017,Georgia,Cigarette Use among Adults,Employment,Unemployed,30.4,Employed or Self,17.0,1.8
2017,Georgia,Cigarette Use among Adults,Employment,Unemployed,30.4,Homemaker or Student,10.5,2.9
2017,Georgia,Cigarette Use among Adults,Employment,Unemployed,30.4,Retired,11.5,2.6
2017,Georgia,Cigarette Use among Adults,Employment,Unemployed,30.4,Unable to work,35.9,0.8
2017,Hawaii,Cigarette Use among Adults,Employment,Employed or Self,13.6,Homemaker or Student,9.9,1.4
2017,Hawaii,Cigarette Use among Adults,Employment,Employed or Self,13.6,Retired,6.5,2.1
2017,Hawaii,Cigarette Use among Adults,Employment,Employed or Self,13.6,Unable to work,30.6,0.4
